path,expected_fruit,expected_quality,predicted_species,predicted_quality,correct,colour_quality,colour_confidence,defect_ripeness,defect_percentage,stem_detected,quality_note
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\530.jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Fresh,1.5869744435284419,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\476.jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Fresh,1.335958374349599,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\freshMango (62).jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Fresh,0.0,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\freshMango (63).jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Fresh,0.2572819994486814,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\healthy_107.jpg,Mango,Fresh,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\GUTI_189_B.jpg,Mango,Fresh,Mango,Unripe,False,Fresh,0.5139340188638404,Unripe,4.528250776905771,False,"defect ripeness rule won (94% vs colour KNN 51%); disagreement: colour KNN=Fresh, defect rule=Unripe; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\freshMango (54).jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Fresh,0.3679750223015165,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\freshMango (301).jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Rotten,30.810941077238223,False,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Fresh, defect rule=Rotten; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\NG_9_A.jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Fresh,11.513195313388692,True,colour KNN won (100% vs defect ripeness rule 91%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\488.jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Fresh,0.0,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\533.jpg,Mango,Fresh,Mango,Rotten,False,Rotten,1.0,Fresh,0.0,True,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\healthy_153.jpg,Mango,Fresh,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\freshMango (94).jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Fresh,1.354619231084515,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\freshMango (373).jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Fresh,1.632821075740944,False,colour KNN won (100% vs defect ripeness rule 98%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\ripemango\NG_2_B.jpg,Mango,Fresh,Mango,Fresh,True,Fresh,1.0,Rotten,24.231066460587325,True,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Fresh, defect rule=Rotten; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\6.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,18.379510309278352,True,colour KNN won (100% vs defect ripeness rule 92%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\lasio_147.jpg,Mango,Rotten,Mango,Fresh,False,Rotten,0.6449513627024037,Fresh,2.1374942540477044,True,colour KNN said Rotten but defect found nothing (defect%=2.1%) -- downgraded to Fresh; colour KNN won (100% vs defect ripeness rule 96%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (386).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,2.0324741682752356,True,"colour KNN won (100% vs defect ripeness rule 95%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\48.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,2.0324741682752356,True,"colour KNN won (100% vs defect ripeness rule 95%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (4).jpeg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,8.877119673485254,True,"colour KNN won (100% vs defect ripeness rule 89%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\567.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,10.162718255594722,True,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\501.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,18.492737964136555,True,colour KNN won (100% vs defect ripeness rule 92%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (58).jpg,Mango,Rotten,Mango,Fresh,False,Fresh,1.0,Fresh,9.398311336994835,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\alternaria_131.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,4.982817869415808,True,"colour KNN won (100% vs defect ripeness rule 89%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\715.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,34.19411420775677,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\alternaria_109.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\665.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (345).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,18.429473014301625,True,colour KNN won (100% vs defect ripeness rule 92%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\34.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,0.0,True,"colour KNN won (100% vs defect ripeness rule 90%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\122.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,0.598042769119246,True,"colour KNN won (100% vs defect ripeness rule 88%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\78.jpg,Mango,Rotten,Mango,Fresh,False,Rotten,0.7038990878855802,Fresh,5.004605465151981,True,colour KNN said Rotten but defect found nothing (defect%=5.0%) -- downgraded to Fresh; colour KNN won (100% vs defect ripeness rule 87%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (509).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,32.5164803668673,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_037.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\alternaria_023.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (183).jpg,Mango,Rotten,Mango,Fresh,False,Fresh,1.0,Rotten,16.070483415666903,True,"colour KNN won (100% vs defect ripeness rule 80%); disagreement: colour KNN=Fresh, defect rule=Rotten; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\GUTI_94_A.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,0.8674781010431526,Rotten,35.16213876961085,True,defect ripeness rule won (100% vs colour KNN 87%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\19.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,4.558541266794626,True,"colour KNN won (100% vs defect ripeness rule 86%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\alternaria_147.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\lasio_143.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,66.03870422365124,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (241).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,29.222998068637647,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\lasio_023.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_125.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_171.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\184.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,0.0,True,"colour KNN won (100% vs defect ripeness rule 92%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_037.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_103.jpg,Mango,Rotten,Mango,Rotten,True,Unripe,0.5649326856446699,Rotten,15.388146193126397,True,"defect ripeness rule won (77% vs colour KNN 56%); disagreement: colour KNN=Unripe, defect rule=Rotten; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_060.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (267).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,12.701048951048952,True,"colour KNN won (100% vs defect ripeness rule 99%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\50.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,2.692778457772338,True,"colour KNN won (100% vs defect ripeness rule 89%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (563).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,40.25253226030248,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (321).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,0.639781108228385,Rotten,33.26700862651869,True,defect ripeness rule won (100% vs colour KNN 64%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\180.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,12.601675367245358,True,"colour KNN won (100% vs defect ripeness rule 85%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_075.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (356).jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (212).jpg,Mango,Rotten,Mango,Fresh,False,Fresh,1.0,Rotten,16.63606691146471,True,"colour KNN won (100% vs defect ripeness rule 83%); disagreement: colour KNN=Fresh, defect rule=Rotten; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\771.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,16.7139282735613,False,colour KNN won (100% vs defect ripeness rule 84%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\548.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_121.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_164.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (354).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,12.065439672801636,True,"colour KNN won (100% vs defect ripeness rule 89%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (443).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,27.90477989797846,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (149).jpg,Mango,Rotten,Mango,Fresh,False,,0.0,Fresh,4.105768157982818,True,defect ripeness rule only (97%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\lasio_092.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\405.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,17.081506186564553,True,colour KNN won (100% vs defect ripeness rule 85%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\868.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,20.47117172969622,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (552).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,52.90599887871426,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\alternaria_083.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,6.749648455809592,True,"colour KNN won (100% vs defect ripeness rule 92%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\lasio_013.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,0.8777659876421197,Rotten,20.502850072908842,True,defect ripeness rule won (100% vs colour KNN 88%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (127).jpg,Mango,Rotten,Mango,Rotten,True,,0.0,Rotten,15.358613896848135,True,defect ripeness rule only (77%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_004.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (295).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,43.81002087682672,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_118.jpg,Mango,Rotten,Banana,NoDetection,False,,,,,,"species mismatch (got Banana, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\lasio_046.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_088.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,52.14659685863874,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (385).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,1.027631879424526,True,"colour KNN won (100% vs defect ripeness rule 94%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (404).jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (193).jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_049.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_101.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\lasio_109.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (132).jpg,Mango,Rotten,Mango,Rotten,True,,0.0,Rotten,28.761886404523256,True,defect ripeness rule only (100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\alternaria_146.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_039.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\187.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,0.0,True,"colour KNN won (100% vs defect ripeness rule 90%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\375.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,26.83180322189503,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\alternaria_015.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (554).jpg,Mango,Rotten,Banana,NoDetection,False,,,,,,"species mismatch (got Banana, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\608.jpg,Mango,Rotten,Mango,Fresh,False,Fresh,0.6668459104326063,Fresh,9.949000407996737,True,defect ripeness rule won (100% vs colour KNN 67%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_068.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,0.6863964430200516,Rotten,17.82501393201178,False,defect ripeness rule won (89% vs colour KNN 69%); Stem not detected
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (39).jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\alternaria_079.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\559.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_078.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\125.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,1.0598366085228528,True,"colour KNN won (100% vs defect ripeness rule 84%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (97).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,17.21279115673115,True,colour KNN won (100% vs defect ripeness rule 86%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\774.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,5.320478485984646,False,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_078.jpg,Mango,Rotten,Banana,NoDetection,False,,,,,,"species mismatch (got Banana, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\561.jpg,Mango,Rotten,,NoDetection,False,,,,,,no fruit detected by pipeline
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\552.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_088.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (555).jpg,Mango,Rotten,Banana,NoDetection,False,,,,,,"species mismatch (got Banana, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (531).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,24.582432697976024,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_081.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_159.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_155.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_073.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (105).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,10.651649904413599,True,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\1000.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,22.61797608332262,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\539.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,16.78498572011424,True,colour KNN won (100% vs defect ripeness rule 84%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (133).jpg,Mango,Rotten,Mango,Fresh,False,Rotten,0.6105543809817857,Fresh,10.298538622129437,True,colour KNN said Rotten but defect found nothing (defect%=10.3%) -- downgraded to Fresh; colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (421).jpg,Mango,Rotten,Banana,NoDetection,False,,,,,,"species mismatch (got Banana, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_114.jpg,Mango,Rotten,Banana,NoDetection,False,,,,,,"species mismatch (got Banana, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\aspergillus_036.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (36).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,24.80708523325149,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\lasio_139.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_032.jpg,Mango,Rotten,Orange,NoDetection,False,,,,,,"species mismatch (got Orange, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\anthracnose_055.jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (162).jpg,Mango,Rotten,Mango,Fresh,False,Fresh,1.0,Fresh,11.538147694818441,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\49.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,5.270049099836334,True,"colour KNN won (100% vs defect ripeness rule 88%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (192).jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,20.221110493484034,True,colour KNN won (100% vs defect ripeness rule 100%); Stem present
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\154.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,0.9556907037358819,True,"colour KNN won (100% vs defect ripeness rule 86%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem present"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\583.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Fresh,10.248447204968944,False,"colour KNN won (100% vs defect ripeness rule 100%); disagreement: colour KNN=Rotten, defect rule=Fresh; Stem not detected"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\rottenMango (56).jpg,Mango,Rotten,Apple,NoDetection,False,,,,,,"species mismatch (got Apple, expected Mango)"
D:\Image Processing\ImageProcessing_ASS\dataset\train\rottonmango\696.jpg,Mango,Rotten,Mango,Rotten,True,Rotten,1.0,Rotten,25.587571371663792,False,colour KNN won (100% vs defect ripeness rule 100%); Stem not detected
